#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
  52400      1.82e-01    2.67e-01      1.77e-03    1.43e-03      7.66e-02    1.13e-01    4.6e-06
  52600      4.14e-01    4.12e-01      7.24e-03    6.19e-04      1.76e-01    1.75e-01    4.5e-06
  52800      1.23e-01    1.81e-01      1.48e-03    1.57e-03      5.25e-02    7.75e-02    4.4e-06
  53000      4.50e-01    2.35e-01      4.95e-03    1.81e-03      1.94e-01    1.02e-01    4.4e-06
  53200      3.48e-01    1.07e-01      1.73e-03    1.74e-03      1.51e-01    4.63e-02    4.3e-06
  53400      2.18e-01    1.55e-01      1.33e-03    1.48e-03      9.57e-02    6.81e-02    4.2e-06
  53600      2.94e-01    4.31e-01      3.82e-03    1.45e-03      1.30e-01    1.91e-01    4.1e-06
  53800      2.27e-01    3.73e-01      4.39e-03    2.85e-03      1.01e-01    1.66e-01    4.0e-06
  54000      9.51e-02    2.61e-01      3.01e-03    2.09e-03      4.25e-02    1.18e-01    3.9e-06
  54200      4.82e-01    1.89e-01      3.18e-03    1.19e-03      2.19e-01    8.57e-02    3.9e-06
  54400      3.32e-01    1.06e-01      1.21e-03    7.31e-04      1.52e-01    4.85e-02    3.8e-06
  54600      3.38e-01    1.37e-01      5.42e-04    8.60e-04      1.56e-01    6.32e-02    3.7e-06
  54800      2.78e-01    1.11e-01      3.74e-04    1.58e-04      1.29e-01    5.17e-02    3.6e-06
  55000      2.68e-01    2.11e-01      2.92e-03    2.17e-03      1.25e-01    9.89e-02    3.5e-06
  55200      3.16e-01    2.71e-01      7.86e-04    8.14e-04      1.49e-01    1.28e-01    3.5e-06
  55400      4.06e-01    3.05e-01      2.17e-03    3.27e-03      1.93e-01    1.45e-01    3.4e-06
  55600      1.36e-01    2.84e-01      1.95e-03    2.51e-03      6.54e-02    1.36e-01    3.3e-06
  55800      3.39e-01    2.27e-01      5.44e-03    1.97e-03      1.64e-01    1.10e-01    3.3e-06
  56000      2.62e-01    3.01e-01      2.51e-03    2.77e-03      1.28e-01    1.47e-01    3.2e-06
  56200      3.00e-01    2.98e-01      9.07e-04    2.18e-03      1.47e-01    1.47e-01    3.1e-06
  56400      2.49e-01    1.97e-01      1.35e-03    1.01e-03      1.23e-01    9.78e-02    3.1e-06
  56600      1.03e-01    2.49e-01      3.35e-03    1.55e-03      5.11e-02    1.24e-01    3.0e-06
  56800      1.36e-01    1.84e-01      2.32e-03    2.22e-03      6.83e-02    9.24e-02    2.9e-06
  57000      2.60e-01    9.18e-02      1.02e-03    6.04e-04      1.32e-01    4.65e-02    2.9e-06
  57200      2.03e-01    9.49e-02      8.68e-04    6.13e-04      1.04e-01    4.85e-02    2.8e-06
  57400      2.32e-01    2.12e-01      1.65e-03    2.08e-03      1.20e-01    1.09e-01    2.8e-06
  57600      2.82e-01    3.39e-01      3.41e-03    2.14e-03      1.46e-01    1.76e-01    2.7e-06
  57800      2.31e-01    8.01e-02      2.52e-03    1.14e-03      1.21e-01    4.18e-02    2.7e-06
  58000      2.28e-01    3.57e-01      2.50e-03    4.24e-04      1.20e-01    1.88e-01    2.6e-06
  58200      1.47e-01    2.01e-01      1.82e-03    1.58e-03      7.77e-02    1.06e-01    2.6e-06
  58400      1.99e-01    2.84e-01      1.65e-03    1.95e-03      1.06e-01    1.52e-01    2.5e-06
  58600      2.09e-01    1.42e-01      8.10e-04    8.29e-04      1.12e-01    7.67e-02    2.5e-06
  58800      2.52e-01    3.04e-01      2.61e-03    1.15e-03      1.37e-01    1.65e-01    2.4e-06
  59000      1.11e-01    1.90e-01      2.16e-03    1.61e-03      6.03e-02    1.03e-01    2.4e-06
  59200      3.18e-01    3.00e-01      1.69e-03    1.43e-03      1.75e-01    1.65e-01    2.3e-06
  59400      2.49e-01    1.80e-01      7.21e-04    8.98e-04      1.38e-01    9.97e-02    2.3e-06
  59600      2.11e-01    1.83e-01      2.41e-03    1.57e-03      1.18e-01    1.02e-01    2.2e-06
  59800      2.95e-01    1.17e-01      1.38e-03    2.07e-03      1.66e-01    6.55e-02    2.2e-06
  60000      3.84e-01    2.75e-01      6.78e-04    2.05e-03      2.17e-01    1.55e-01    2.1e-06
  60200      6.43e-02    8.66e-02      5.52e-04    3.47e-04      3.66e-02    4.93e-02    2.1e-06
  60400      2.56e-01    2.98e-01      2.09e-03    2.05e-03      1.47e-01    1.71e-01    2.0e-06
  60600      1.56e-01    1.04e-01      2.40e-03    3.11e-03      8.98e-02    5.98e-02    2.0e-06
  60800      2.82e-01    1.32e-01      1.80e-03    4.61e-04      1.64e-01    7.65e-02    2.0e-06
  61000      2.04e-01    1.96e-01      2.77e-03    3.06e-03      1.19e-01    1.15e-01    1.9e-06
  61200      2.50e-01    1.54e-01      9.05e-04    8.88e-04      1.47e-01    9.11e-02    1.9e-06
  61400      3.44e-01    2.13e-01      1.31e-03    2.66e-03      2.04e-01    1.26e-01    1.8e-06
  61600      2.46e-01    1.59e-01      1.84e-03    1.19e-03      1.47e-01    9.50e-02    1.8e-06
  61800      1.46e-01    1.68e-01      2.52e-03    1.87e-03      8.76e-02    1.01e-01    1.8e-06
  62000      1.78e-01    2.99e-01      1.89e-03    1.52e-03      1.08e-01    1.81e-01    1.7e-06
  62200      2.97e-01    2.07e-01      1.37e-03    2.12e-03      1.81e-01    1.26e-01    1.7e-06
  62400      2.38e-01    1.59e-01      1.95e-03    8.91e-04      1.46e-01    9.76e-02    1.7e-06
  62600      8.22e-02    2.07e-01      5.09e-04    1.62e-03      5.07e-02    1.28e-01    1.6e-06
  62800      1.92e-01    9.51e-02      1.15e-03    6.52e-04      1.19e-01    5.90e-02    1.6e-06
  63000      1.71e-01    1.68e-01      2.86e-03    2.77e-03      1.07e-01    1.05e-01    1.6e-06
  63200      2.77e-01    1.46e-01      1.18e-03    1.28e-03      1.74e-01    9.17e-02    1.5e-06
  63400      2.31e-01    1.69e-01      2.41e-03    1.39e-03      1.46e-01    1.07e-01    1.5e-06
  63600      2.35e-01    1.04e-01      2.11e-03    1.33e-03      1.49e-01    6.63e-02    1.5e-06
  63800      1.35e-01    3.05e-01      1.15e-03    1.30e-03      8.67e-02    1.95e-01    1.4e-06
  64000      1.04e-01    2.67e-01      2.36e-03    1.27e-03      6.67e-02    1.72e-01    1.4e-06
  64200      1.96e-01    2.61e-01      4.52e-03    1.26e-03      1.26e-01    1.69e-01    1.4e-06
  64400      2.80e-01    2.43e-01      2.80e-03    1.97e-03      1.83e-01    1.58e-01    1.4e-06
  64600      2.08e-01    1.39e-01      2.63e-03    8.03e-04      1.36e-01    9.11e-02    1.3e-06
  64800      2.62e-01    1.70e-01      1.79e-03    2.11e-03      1.73e-01    1.12e-01    1.3e-06
  65000      9.42e-02    2.82e-01      2.58e-03    4.07e-03      6.21e-02    1.87e-01    1.3e-06
  65200      2.26e-01    2.23e-01      5.44e-04    2.15e-03      1.51e-01    1.48e-01    1.2e-06
  65400      1.69e-01    2.06e-01      1.38e-03    2.31e-03      1.13e-01    1.38e-01    1.2e-06
  65600      1.76e-01    1.84e-01      1.57e-03    1.38e-03      1.19e-01    1.24e-01    1.2e-06
  65800      8.06e-02    1.09e-01      9.65e-04    1.36e-03      5.46e-02    7.41e-02    1.2e-06
  66000      2.38e-01    1.00e-01      1.06e-03    1.04e-03      1.62e-01    6.83e-02    1.1e-06
  66200      2.64e-01    1.45e-01      1.74e-03    1.61e-03      1.81e-01    9.94e-02    1.1e-06
  66400      1.31e-01    1.29e-01      1.17e-03    1.30e-03      9.05e-02    8.92e-02    1.1e-06
  66600      1.45e-01    1.84e-01      1.04e-03    6.46e-04      1.00e-01    1.28e-01    1.1e-06
  66800      1.59e-01    8.41e-02      8.00e-04    5.57e-04      1.11e-01    5.86e-02    1.1e-06
  67000      2.12e-01    1.16e-01      1.48e-03    1.61e-03      1.49e-01    8.12e-02    1.0e-06
  67200      2.99e-01    1.67e-01      1.41e-03    9.42e-04      2.11e-01    1.18e-01    1.0e-06
  67400      1.14e-01    1.19e-01      1.72e-04    8.09e-04      8.08e-02    8.43e-02    9.9e-07
  67600      2.00e-01    1.45e-01      4.99e-03    2.27e-03      1.41e-01    1.03e-01    9.7e-07
  67800      1.83e-01    1.07e-01      1.58e-03    1.44e-03      1.31e-01    7.65e-02    9.5e-07
  68000      1.73e-01    7.66e-02      9.70e-05    5.38e-04      1.24e-01    5.50e-02    9.4e-07
  68200      2.51e-01    9.49e-02      1.98e-04    6.69e-04      1.81e-01    6.85e-02    9.2e-07
  68400      1.02e-01    1.57e-01      1.74e-03    2.34e-03      7.40e-02    1.14e-01    9.0e-07
  68600      1.51e-01    1.99e-01      1.11e-03    1.84e-03      1.10e-01    1.45e-01    8.8e-07
  68800      8.30e-02    1.46e-01      7.59e-05    2.03e-03      6.09e-02    1.07e-01    8.6e-07
  69000      2.01e-01    9.05e-02      1.19e-03    6.99e-04      1.48e-01    6.67e-02    8.4e-07
  69200      1.76e-01    1.37e-01      3.43e-03    7.56e-04      1.30e-01    1.01e-01    8.3e-07
  69400      1.30e-01    2.63e-01      1.54e-03    1.14e-03      9.66e-02    1.96e-01    8.1e-07
  69600      1.23e-01    7.84e-02      7.98e-04    7.44e-04      9.15e-02    5.85e-02    7.9e-07
  69800      9.71e-02    1.80e-01      1.46e-03    1.95e-03      7.27e-02    1.35e-01    7.8e-07
  70000      2.71e-01    2.14e-01      2.58e-03    1.39e-03      2.04e-01    1.61e-01    7.6e-07
  70200      8.05e-02    1.55e-01      1.45e-03    1.71e-03      6.08e-02    1.17e-01    7.5e-07
  70400      8.98e-02    1.31e-01      1.36e-03    1.64e-03      6.81e-02    9.95e-02    7.3e-07
  70600      1.38e-01    9.52e-02      9.51e-04    3.29e-04      1.06e-01    7.27e-02    7.2e-07
  70800      1.23e-01    3.04e-01      3.63e-03    1.41e-03      9.40e-02    2.33e-01    7.0e-07
  71000      1.74e-01    1.27e-01      4.41e-04    1.35e-04      1.34e-01    9.80e-02    6.9e-07
  71200      2.36e-01    8.61e-02      1.33e-03    1.23e-03      1.82e-01    6.65e-02    6.7e-07
  71400      1.76e-01    1.93e-01      1.29e-03    1.47e-03      1.37e-01    1.50e-01    6.6e-07
  71600      7.49e-02    6.50e-02      5.72e-04    2.20e-04      5.84e-02    5.07e-02    6.5e-07
  71800      1.14e-01    2.37e-01      3.59e-04    2.70e-03      8.92e-02    1.85e-01    6.3e-07
  72000      1.99e-01    9.73e-02      1.19e-03    1.65e-03      1.56e-01    7.63e-02    6.2e-07
  72200      1.54e-01    1.25e-01      2.38e-03    1.17e-03      1.21e-01    9.84e-02    6.1e-07
  72400      1.92e-01    2.17e-01      2.77e-03    1.66e-03      1.52e-01    1.72e-01    6.0e-07
  72600      1.19e-01    1.27e-01      1.65e-03    7.24e-04      9.44e-02    1.01e-01    5.8e-07
  72800      8.08e-02    1.93e-01      8.41e-04    2.51e-03      6.44e-02    1.53e-01    5.7e-07
  73000      1.58e-01    1.86e-01      6.43e-04    2.74e-03      1.27e-01    1.49e-01    5.6e-07
  73200      1.28e-01    1.07e-01      2.36e-04    5.53e-04      1.03e-01    8.60e-02    5.5e-07
  73400      1.54e-01    1.61e-01      8.72e-04    3.79e-03      1.24e-01    1.29e-01    5.4e-07
  73600      1.50e-01    1.89e-01      1.57e-03    6.35e-04      1.22e-01    1.53e-01    5.3e-07
  73800      1.01e-01    1.85e-01      1.15e-03    1.13e-03      8.23e-02    1.51e-01    5.2e-07
  74000      2.24e-01    2.02e-01      2.78e-03    2.13e-03      1.83e-01    1.64e-01    5.1e-07
  74200      2.12e-01    1.39e-01      2.54e-03    5.78e-04      1.73e-01    1.14e-01    5.0e-07
  74400      1.13e-01    1.90e-01      3.70e-04    1.26e-03      9.31e-02    1.56e-01    4.8e-07
  74600      2.99e-01    1.93e-01      4.48e-04    1.36e-03      2.46e-01    1.59e-01    4.8e-07
  74800      7.62e-02    7.60e-02      1.33e-03    1.58e-03      6.28e-02    6.26e-02    4.7e-07
  75000      1.82e-01    8.08e-02      1.41e-03    9.30e-04      1.51e-01    6.69e-02    4.6e-07
  75200      1.16e-01    7.10e-02      4.98e-04    1.20e-03      9.65e-02    5.89e-02    4.5e-07
  75400      1.76e-01    1.69e-01      1.55e-03    3.24e-04      1.46e-01    1.41e-01    4.4e-07
  75600      1.39e-01    2.70e-01      1.11e-03    3.16e-03      1.16e-01    2.26e-01    4.3e-07
  75800      1.99e-01    1.76e-01      2.66e-03    1.76e-03      1.66e-01    1.48e-01    4.2e-07
  76000      1.82e-01    1.48e-01      1.90e-03    3.68e-03      1.53e-01    1.24e-01    4.1e-07
  76200      2.19e-01    2.14e-01      1.94e-03    3.41e-03      1.85e-01    1.80e-01    4.0e-07
  76400      5.18e-02    1.30e-01      7.61e-04    9.21e-04      4.38e-02    1.10e-01    4.0e-07
  76600      2.56e-01    9.73e-02      7.72e-04    9.84e-04      2.18e-01    8.26e-02    3.9e-07
  76800      1.46e-01    1.09e-01      1.19e-03    1.95e-03      1.24e-01    9.28e-02    3.8e-07
  77000      1.51e-01    9.28e-02      9.88e-04    5.48e-04      1.29e-01    7.92e-02    3.7e-07
  77200      6.57e-02    1.80e-01      1.01e-03    1.04e-03      5.61e-02    1.54e-01    3.6e-07
  77400      1.62e-01    1.55e-01      5.21e-04    1.87e-03      1.39e-01    1.33e-01    3.6e-07
  77600      7.44e-02    2.90e-01      6.99e-04    3.18e-03      6.40e-02    2.49e-01    3.5e-07
  77800      1.90e-01    1.53e-01      3.05e-03    4.82e-04      1.64e-01    1.32e-01    3.4e-07
  78000      3.47e-02    1.96e-01      3.21e-04    4.17e-03      3.00e-02    1.69e-01    3.4e-07
  78200      2.15e-01    9.86e-02      1.93e-03    8.01e-04      1.87e-01    8.55e-02    3.3e-07
  78400      1.85e-01    1.24e-01      1.76e-03    1.35e-03      1.61e-01    1.07e-01    3.2e-07
  78600      1.33e-01    1.98e-01      7.14e-04    1.72e-03      1.16e-01    1.72e-01    3.2e-07
  78800      1.80e-01    1.86e-01      2.30e-03    2.64e-03      1.57e-01    1.63e-01    3.1e-07
  79000      1.40e-01    1.39e-01      1.33e-03    8.03e-04      1.22e-01    1.22e-01    3.0e-07
  79200      1.06e-01    6.95e-02      9.30e-04    7.30e-04      9.34e-02    6.10e-02    3.0e-07
  79400      1.86e-01    9.20e-02      9.10e-04    7.32e-04      1.64e-01    8.10e-02    2.9e-07
  79600      8.81e-02    9.59e-02      6.28e-04    4.04e-04      7.77e-02    8.46e-02    2.8e-07
  79800      1.00e-01    1.35e-01      6.06e-04    1.15e-03      8.87e-02    1.19e-01    2.8e-07
  80000      7.94e-02    1.30e-01      4.32e-04    1.92e-03      7.04e-02    1.15e-01    2.7e-07
  80200      1.01e-01    1.13e-01      2.28e-03    2.09e-03      8.91e-02    9.97e-02    2.7e-07
  80400      9.87e-02    2.17e-01      9.36e-04    7.40e-04      8.78e-02    1.94e-01    2.6e-07
  80600      1.03e-01    5.94e-02      6.51e-04    1.16e-03      9.19e-02    5.28e-02    2.6e-07
  80800      1.06e-01    1.52e-01      1.49e-03    3.71e-04      9.48e-02    1.36e-01    2.5e-07
  81000      1.50e-01    1.15e-01      5.88e-04    1.83e-03      1.34e-01    1.03e-01    2.5e-07
  81200      1.75e-01    1.84e-01      2.10e-03    2.77e-03      1.56e-01    1.65e-01    2.4e-07
  81400      2.24e-01    1.52e-01      1.39e-03    3.08e-03      2.02e-01    1.37e-01    2.4e-07
  81600      1.65e-01    5.82e-02      6.97e-04    6.05e-04      1.49e-01    5.24e-02    2.3e-07
  81800      1.32e-01    1.72e-01      8.28e-04    2.96e-03      1.19e-01    1.55e-01    2.3e-07
  82000      1.25e-01    1.26e-01      9.58e-05    1.50e-03      1.13e-01    1.14e-01    2.2e-07
  82200      1.24e-01    1.00e-01      7.28e-04    1.94e-04      1.12e-01    9.09e-02    2.2e-07
  82400      1.06e-01    5.50e-02      1.12e-03    4.51e-04      9.61e-02    4.99e-02    2.1e-07
  82600      1.44e-01    8.98e-02      1.46e-03    1.20e-03      1.31e-01    8.15e-02    2.1e-07
  82800      1.85e-01    7.41e-02      1.21e-03    6.62e-05      1.68e-01    6.75e-02    2.0e-07
  83000      1.77e-01    6.55e-02      2.13e-03    6.31e-04      1.61e-01    5.98e-02    2.0e-07
  83200      9.24e-02    1.24e-01      1.19e-03    4.51e-04      8.43e-02    1.14e-01    2.0e-07
  83400      2.34e-01    3.16e-02      3.29e-03    5.95e-04      2.14e-01    2.88e-02    1.9e-07
  83600      5.96e-02    2.08e-01      7.03e-04    3.32e-03      5.46e-02    1.90e-01    1.9e-07
  83800      1.72e-01    1.38e-01      1.01e-03    2.27e-03      1.58e-01    1.27e-01    1.8e-07
  84000      1.67e-01    1.11e-01      2.57e-03    9.06e-04      1.53e-01    1.02e-01    1.8e-07
  84200      1.51e-01    1.05e-01      7.69e-04    1.46e-03      1.39e-01    9.68e-02    1.8e-07
  84400      6.42e-02    1.44e-01      1.14e-03    1.67e-03      5.91e-02    1.33e-01    1.7e-07
  84600      6.09e-02    1.79e-01      3.82e-04    1.04e-03      5.63e-02    1.66e-01    1.7e-07
  84800      1.32e-01    1.15e-01      1.69e-03    2.61e-03      1.22e-01    1.06e-01    1.7e-07
  85000      1.08e-01    2.07e-01      1.23e-03    1.73e-03      1.00e-01    1.92e-01    1.6e-07
  85200      2.23e-01    1.14e-01      5.13e-04    7.02e-04      2.07e-01    1.06e-01    1.6e-07
  85400      2.45e-01    1.38e-01      7.71e-04    2.20e-03      2.28e-01    1.28e-01    1.6e-07
  85600      1.13e-01    1.45e-01      7.22e-04    1.85e-03      1.05e-01    1.35e-01    1.5e-07
  85800      1.89e-01    6.80e-02      1.86e-03    7.01e-04      1.76e-01    6.34e-02    1.5e-07
  86000      1.34e-01    1.94e-01      1.07e-03    5.53e-04      1.25e-01    1.82e-01    1.5e-07
  86200      1.52e-01    2.05e-01      4.54e-04    2.80e-03      1.42e-01    1.91e-01    1.4e-07
  86400      2.35e-01    1.04e-01      3.39e-03    1.28e-03      2.20e-01    9.73e-02    1.4e-07
  86600      5.72e-02    6.53e-02      5.98e-04    5.57e-04      5.36e-02    6.12e-02    1.4e-07
  86800      1.59e-01    1.46e-01      1.19e-03    1.33e-03      1.49e-01    1.37e-01    1.4e-07
  87000      1.14e-01    6.57e-02      3.73e-04    2.85e-04      1.07e-01    6.17e-02    1.3e-07
  87200      1.03e-01    1.47e-01      8.93e-04    1.22e-03      9.69e-02    1.38e-01    1.3e-07
  87400      1.24e-01    4.40e-02      8.52e-04    3.14e-04      1.17e-01    4.15e-02    1.3e-07
