#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
  52400      1.43e-01    1.75e-01      3.12e-03    2.69e-03      5.98e-02    7.35e-02    4.6e-06
  52600      1.71e-01    1.66e-01      8.30e-04    7.80e-04      7.28e-02    7.05e-02    4.5e-06
  52800      1.79e-01    1.34e-01      6.61e-04    9.97e-04      7.66e-02    5.74e-02    4.4e-06
  53000      1.87e-01    1.86e-01      2.66e-03    1.98e-03      8.06e-02    8.02e-02    4.4e-06
  53200      2.10e-01    2.19e-01      9.05e-04    8.77e-04      9.16e-02    9.54e-02    4.3e-06
  53400      1.40e-01    1.78e-01      2.61e-03    1.34e-03      6.14e-02    7.84e-02    4.2e-06
  53600      2.09e-01    1.28e-01      8.55e-04    1.80e-03      9.28e-02    5.64e-02    4.1e-06
  53800      1.75e-01    1.62e-01      4.92e-04    1.35e-04      7.82e-02    7.25e-02    4.0e-06
  54000      1.27e-01    1.46e-01      2.44e-03    1.85e-03      5.68e-02    6.55e-02    3.9e-06
  54200      1.72e-01    1.79e-01      5.39e-03    4.42e-03      7.71e-02    8.07e-02    3.9e-06
  54400      2.89e-01    2.58e-01      1.53e-04    2.30e-03      1.32e-01    1.18e-01    3.8e-06
  54600      1.43e-01    1.74e-01      3.55e-04    4.63e-04      6.58e-02    8.03e-02    3.7e-06
  54800      1.67e-01    1.25e-01      2.84e-04    1.28e-05      7.78e-02    5.82e-02    3.6e-06
  55000      1.73e-01    1.64e-01      3.13e-04    7.90e-04      8.12e-02    7.69e-02    3.5e-06
  55200      1.39e-01    1.49e-01      1.48e-03    2.37e-03      6.55e-02    7.03e-02    3.5e-06
  55400      1.91e-01    1.46e-01      1.29e-03    1.45e-03      9.07e-02    6.96e-02    3.4e-06
  55600      1.45e-01    2.61e-01      1.05e-03    8.53e-04      6.98e-02    1.25e-01    3.3e-06
  55800      1.53e-01    1.17e-01      2.07e-03    1.63e-03      7.38e-02    5.67e-02    3.3e-06
  56000      1.61e-01    1.21e-01      3.03e-04    1.24e-03      7.85e-02    5.92e-02    3.2e-06
  56200      1.21e-01    1.07e-01      2.07e-04    5.26e-05      5.98e-02    5.27e-02    3.1e-06
  56400      1.18e-01    1.41e-01      2.19e-03    2.26e-03      5.82e-02    6.97e-02    3.1e-06
  56600      1.22e-01    1.73e-01      3.58e-03    5.04e-04      5.99e-02    8.64e-02    3.0e-06
  56800      2.45e-01    1.44e-01      3.12e-03    2.53e-05      1.23e-01    7.23e-02    2.9e-06
  57000      2.20e-01    2.04e-01      2.42e-03    3.79e-04      1.12e-01    1.04e-01    2.9e-06
  57200      1.45e-01    1.27e-01      2.92e-03    1.42e-03      7.39e-02    6.49e-02    2.8e-06
  57400      1.17e-01    1.70e-01      6.27e-04    1.57e-03      6.01e-02    8.76e-02    2.8e-06
  57600      1.34e-01    1.60e-01      4.47e-05    1.27e-04      6.95e-02    8.28e-02    2.7e-06
  57800      1.56e-01    1.27e-01      3.99e-03    2.73e-03      8.08e-02    6.59e-02    2.7e-06
  58000      1.02e-01    1.51e-01      5.10e-04    1.37e-03      5.38e-02    7.94e-02    2.6e-06
  58200      1.37e-01    2.25e-01      2.61e-03    8.71e-04      7.24e-02    1.19e-01    2.6e-06
  58400      1.96e-01    1.07e-01      1.35e-03    6.58e-04      1.05e-01    5.70e-02    2.5e-06
  58600      1.01e-01    1.07e-01      2.15e-03    2.53e-03      5.41e-02    5.74e-02    2.5e-06
  58800      1.27e-01    1.31e-01      1.60e-03    1.33e-03      6.86e-02    7.08e-02    2.4e-06
  59000      1.50e-01    1.25e-01      1.78e-03    1.57e-05      8.17e-02    6.81e-02    2.4e-06
  59200      1.31e-01    1.67e-01      2.88e-03    2.16e-03      7.14e-02    9.14e-02    2.3e-06
  59400      1.40e-01    1.30e-01      1.65e-03    3.34e-03      7.72e-02    7.13e-02    2.3e-06
  59600      1.39e-01    1.12e-01      8.11e-04    3.68e-04      7.75e-02    6.24e-02    2.2e-06
  59800      1.16e-01    1.37e-01      1.39e-03    1.10e-03      6.51e-02    7.68e-02    2.2e-06
  60000      1.60e-01    1.41e-01      1.84e-03    2.25e-03      9.06e-02    7.95e-02    2.1e-06
  60200      1.36e-01    1.00e-01      2.33e-03    9.19e-04      7.71e-02    5.70e-02    2.1e-06
  60400      1.26e-01    1.46e-01      1.97e-04    1.17e-03      7.23e-02    8.39e-02    2.0e-06
  60600      1.24e-01    1.21e-01      2.82e-04    7.01e-04      7.16e-02    7.00e-02    2.0e-06
  60800      1.17e-01    1.17e-01      4.90e-04    1.12e-03      6.82e-02    6.80e-02    2.0e-06
  61000      1.01e-01    1.57e-01      2.73e-03    3.33e-03      5.86e-02    9.11e-02    1.9e-06
  61200      9.05e-02    1.31e-01      1.36e-03    1.15e-03      5.31e-02    7.73e-02    1.9e-06
  61400      1.53e-01    1.39e-01      2.30e-04    3.70e-03      9.10e-02    8.16e-02    1.8e-06
  61600      1.06e-01    9.35e-02      1.15e-04    8.31e-04      6.35e-02    5.58e-02    1.8e-06
  61800      1.12e-01    1.06e-01      1.81e-03    4.06e-04      6.73e-02    6.40e-02    1.8e-06
  62000      1.02e-01    1.72e-01      2.97e-03    1.78e-03      6.12e-02    1.04e-01    1.7e-06
  62200      9.83e-02    1.36e-01      2.02e-03    2.34e-03      5.95e-02    8.22e-02    1.7e-06
  62400      8.37e-02    1.05e-01      1.23e-04    4.67e-04      5.13e-02    6.43e-02    1.7e-06
  62600      9.43e-02    9.04e-02      1.02e-03    1.15e-03      5.81e-02    5.56e-02    1.6e-06
  62800      1.11e-01    1.13e-01      8.40e-05    2.01e-04      6.91e-02    6.99e-02    1.6e-06
  63000      1.12e-01    1.20e-01      2.54e-03    3.23e-03      6.95e-02    7.43e-02    1.6e-06
  63200      9.63e-02    1.14e-01      9.98e-04    1.59e-03      6.05e-02    7.12e-02    1.5e-06
  63400      1.16e-01    1.23e-01      7.99e-04    1.09e-03      7.34e-02    7.78e-02    1.5e-06
  63600      1.11e-01    1.07e-01      1.24e-03    4.07e-04      7.07e-02    6.79e-02    1.5e-06
  63800      1.42e-01    1.25e-01      2.02e-03    2.55e-04      9.06e-02    8.04e-02    1.4e-06
  64000      1.19e-01    1.09e-01      2.16e-03    1.51e-03      7.64e-02    7.03e-02    1.4e-06
  64200      9.36e-02    1.08e-01      1.07e-03    3.41e-04      6.06e-02    7.00e-02    1.4e-06
  64400      1.18e-01    1.28e-01      8.91e-04    2.12e-03      7.68e-02    8.32e-02    1.4e-06
  64600      1.71e-01    1.34e-01      1.80e-03    2.54e-03      1.12e-01    8.77e-02    1.3e-06
  64800      1.06e-01    1.92e-01      1.94e-03    3.32e-04      6.96e-02    1.27e-01    1.3e-06
  65000      1.26e-01    8.24e-02      2.07e-03    2.72e-04      8.31e-02    5.47e-02    1.3e-06
  65200      9.74e-02    1.03e-01      7.74e-04    1.49e-04      6.49e-02    6.86e-02    1.2e-06
  65400      9.13e-02    1.30e-01      7.71e-04    2.06e-03      6.12e-02    8.72e-02    1.2e-06
  65600      8.88e-02    1.09e-01      4.25e-04    6.11e-04      5.99e-02    7.35e-02    1.2e-06
  65800      1.27e-01    9.61e-02      2.40e-03    3.18e-03      8.60e-02    6.41e-02    1.2e-06
  66000      9.21e-02    9.82e-02      1.00e-04    1.28e-04      6.29e-02    6.70e-02    1.1e-06
  66200      2.16e-01    1.03e-01      4.79e-04    1.22e-03      1.49e-01    7.06e-02    1.1e-06
  66400      1.03e-01    1.26e-01      1.01e-03    9.06e-04      7.11e-02    8.69e-02    1.1e-06
  66600      9.42e-02    9.28e-02      4.61e-04    4.46e-04      6.53e-02    6.44e-02    1.1e-06
  66800      1.18e-01    1.12e-01      3.36e-03    1.26e-03      8.12e-02    7.78e-02    1.1e-06
  67000      1.01e-01    1.55e-01      1.00e-03    5.72e-04      7.04e-02    1.08e-01    1.0e-06
  67200      8.05e-02    1.33e-01      8.81e-04    1.47e-03      5.66e-02    9.34e-02    1.0e-06
  67400      9.31e-02    7.24e-02      6.53e-04    3.75e-04      6.59e-02    5.12e-02    9.9e-07
  67600      9.78e-02    1.54e-01      1.43e-03    5.51e-03      6.94e-02    1.07e-01    9.7e-07
  67800      7.79e-02    1.15e-01      1.57e-03    9.22e-05      5.54e-02    8.23e-02    9.5e-07
  68000      1.66e-01    9.91e-02      1.40e-04    1.20e-04      1.19e-01    7.13e-02    9.4e-07
  68200      1.08e-01    1.01e-01      1.53e-03    1.47e-03      7.75e-02    7.25e-02    9.2e-07
  68400      1.13e-01    1.18e-01      7.20e-04    6.55e-04      8.16e-02    8.54e-02    9.0e-07
  68600      1.17e-01    8.10e-02      2.97e-03    1.12e-03      8.43e-02    5.89e-02    8.8e-07
  68800      8.21e-02    9.64e-02      1.70e-03    1.76e-03      5.98e-02    7.03e-02    8.6e-07
  69000      9.98e-02    8.85e-02      4.05e-04    3.87e-04      7.35e-02    6.52e-02    8.4e-07
  69200      9.67e-02    9.76e-02      1.86e-03    8.47e-04      7.12e-02    7.22e-02    8.3e-07
  69400      7.90e-02    1.30e-01      5.35e-04    1.20e-03      5.87e-02    9.62e-02    8.1e-07
  69600      7.98e-02    1.49e-01      8.69e-04    9.62e-04      5.95e-02    1.11e-01    7.9e-07
  69800      7.40e-02    8.66e-02      2.00e-03    9.67e-04      5.49e-02    6.49e-02    7.8e-07
  70000      1.14e-01    1.01e-01      8.19e-05    3.44e-04      8.55e-02    7.65e-02    7.6e-07
  70200      7.81e-02    1.25e-01      3.06e-04    2.81e-03      5.91e-02    9.40e-02    7.5e-07
  70400      1.15e-01    1.17e-01      2.42e-03    7.73e-05      8.68e-02    8.91e-02    7.3e-07
  70600      8.07e-02    7.15e-02      5.13e-04    9.56e-04      6.15e-02    5.44e-02    7.2e-07
  70800      8.03e-02    7.56e-02      1.56e-03    4.13e-04      6.12e-02    5.79e-02    7.0e-07
  71000      1.36e-01    8.61e-02      1.67e-03    2.25e-04      1.05e-01    6.63e-02    6.9e-07
  71200      8.56e-02    8.33e-02      4.90e-04    1.37e-03      6.61e-02    6.41e-02    6.7e-07
  71400      9.97e-02    9.36e-02      1.42e-04    1.34e-03      7.74e-02    7.25e-02    6.6e-07
  71600      9.39e-02    9.57e-02      1.83e-03    2.00e-03      7.27e-02    7.41e-02    6.5e-07
  71800      8.69e-02    7.97e-02      1.28e-03    8.18e-04      6.78e-02    6.23e-02    6.3e-07
  72000      9.35e-02    1.04e-01      1.86e-04    1.19e-03      7.35e-02    8.16e-02    6.2e-07
  72200      9.15e-02    8.90e-02      5.57e-04    1.40e-03      7.21e-02    6.99e-02    6.1e-07
  72400      1.25e-01    8.80e-02      2.73e-03    2.03e-03      9.81e-02    6.91e-02    6.0e-07
  72600      7.90e-02    8.74e-02      1.04e-03    1.33e-03      6.27e-02    6.92e-02    5.8e-07
  72800      7.22e-02    8.03e-02      8.29e-04    1.40e-03      5.75e-02    6.38e-02    5.7e-07
  73000      7.49e-02    9.73e-02      1.53e-03    1.10e-03      5.96e-02    7.77e-02    5.6e-07
  73200      9.06e-02    1.12e-01      8.56e-04    4.61e-04      7.27e-02    8.97e-02    5.5e-07
  73400      8.08e-02    6.72e-02      9.56e-05    5.40e-04      6.52e-02    5.42e-02    5.4e-07
  73600      6.99e-02    7.19e-02      1.82e-04    7.38e-04      5.66e-02    5.81e-02    5.3e-07
  73800      1.52e-01    7.26e-02      4.05e-03    1.08e-03      1.22e-01    5.87e-02    5.2e-07
  74000      6.39e-02    8.48e-02      6.02e-04    8.74e-04      5.20e-02    6.90e-02    5.1e-07
  74200      6.75e-02    8.09e-02      2.22e-03    2.24e-03      5.43e-02    6.54e-02    5.0e-07
  74400      7.26e-02    7.23e-02      4.77e-04    6.90e-06      5.95e-02    5.93e-02    4.8e-07
  74600      1.02e-01    1.00e-01      1.21e-04    4.75e-04      8.38e-02    8.23e-02    4.8e-07
  74800      1.58e-01    7.83e-02      2.26e-03    1.77e-03      1.30e-01    6.41e-02    4.7e-07
  75000      8.21e-02    9.58e-02      8.60e-04    2.01e-04      6.79e-02    7.94e-02    4.6e-07
  75200      9.25e-02    1.33e-01      1.58e-03    5.91e-04      7.65e-02    1.11e-01    4.5e-07
  75400      8.91e-02    8.74e-02      2.12e-03    1.94e-03      7.36e-02    7.23e-02    4.4e-07
  75600      9.58e-02    8.23e-02      8.16e-04    2.47e-03      8.00e-02    6.79e-02    4.3e-07
  75800      9.66e-02    7.69e-02      1.21e-03    1.08e-03      8.08e-02    6.43e-02    4.2e-07
  76000      7.79e-02    7.85e-02      1.79e-04    1.11e-03      6.56e-02    6.59e-02    4.1e-07
  76200      8.19e-02    8.07e-02      1.04e-03    3.27e-04      6.90e-02    6.81e-02    4.0e-07
  76400      7.43e-02    9.39e-02      1.30e-04    4.40e-04      6.29e-02    7.95e-02    4.0e-07
  76600      9.71e-02    8.16e-02      6.48e-04    2.02e-04      8.24e-02    6.93e-02    3.9e-07
  76800      6.91e-02    1.38e-01      9.14e-04    4.52e-03      5.87e-02    1.15e-01    3.8e-07
  77000      8.99e-02    1.31e-01      5.03e-04    1.34e-03      7.68e-02    1.12e-01    3.7e-07
  77200      7.85e-02    1.22e-01      3.90e-04    7.77e-04      6.72e-02    1.04e-01    3.6e-07
  77400      6.89e-02    8.43e-02      6.10e-04    9.77e-04      5.91e-02    7.22e-02    3.6e-07
  77600      6.15e-02    7.65e-02      7.61e-05    4.56e-04      5.30e-02    6.59e-02    3.5e-07
  77800      7.56e-02    6.38e-02      3.17e-05    5.12e-04      6.53e-02    5.50e-02    3.4e-07
  78000      6.49e-02    8.17e-02      3.02e-04    5.78e-04      5.61e-02    7.06e-02    3.4e-07
  78200      7.88e-02    7.77e-02      1.22e-03    2.98e-05      6.81e-02    6.74e-02    3.3e-07
  78400      1.05e-01    8.10e-02      1.14e-03    1.20e-03      9.14e-02    7.02e-02    3.2e-07
  78600      8.93e-02    7.93e-02      1.54e-03    1.70e-03      7.75e-02    6.87e-02    3.2e-07
  78800      8.97e-02    6.71e-02      1.05e-03    3.77e-04      7.83e-02    5.86e-02    3.1e-07
  79000      8.00e-02    8.43e-02      4.12e-04    6.98e-04      7.01e-02    7.38e-02    3.0e-07
  79200      8.29e-02    6.39e-02      5.46e-04    9.40e-05      7.28e-02    5.62e-02    3.0e-07
  79400      8.76e-02    7.48e-02      8.22e-04    6.06e-04      7.70e-02    6.58e-02    2.9e-07
  79600      8.00e-02    7.92e-02      8.12e-04    3.06e-04      7.05e-02    6.99e-02    2.8e-07
  79800      6.24e-02    7.34e-02      4.56e-04    1.57e-03      5.52e-02    6.44e-02    2.8e-07
  80000      8.64e-02    6.24e-02      1.48e-03    6.73e-04      7.62e-02    5.52e-02    2.7e-07
  80200      6.37e-02    7.75e-02      1.71e-04    1.89e-04      5.66e-02    6.88e-02    2.7e-07
  80400      8.66e-02    6.47e-02      2.89e-05    5.76e-04      7.71e-02    5.75e-02    2.6e-07
  80600      6.68e-02    1.01e-01      1.69e-03    3.48e-03      5.90e-02    8.85e-02    2.6e-07
  80800      8.21e-02    1.28e-01      2.47e-04    2.93e-03      7.34e-02    1.13e-01    2.5e-07
  81000      7.01e-02    1.08e-01      2.18e-04    8.29e-04      6.28e-02    9.68e-02    2.5e-07
  81200      9.50e-02    7.59e-02      2.66e-03    1.22e-03      8.42e-02    6.79e-02    2.4e-07
  81400      7.97e-02    6.41e-02      2.16e-04    2.15e-04      7.17e-02    5.76e-02    2.4e-07
  81600      7.53e-02    7.31e-02      1.45e-03    6.85e-04      6.74e-02    6.58e-02    2.3e-07
  81800      1.44e-01    5.84e-02      6.27e-04    2.00e-04      1.30e-01    5.27e-02    2.3e-07
  82000      7.84e-02    6.39e-02      5.22e-05    6.74e-04      7.09e-02    5.77e-02    2.2e-07
  82200      5.92e-02    6.40e-02      1.45e-03    6.72e-04      5.31e-02    5.79e-02    2.2e-07
  82400      9.23e-02    6.99e-02      3.35e-03    6.54e-04      8.20e-02    6.33e-02    2.1e-07
  82600      9.45e-02    5.35e-02      1.99e-04    5.04e-04      8.59e-02    4.86e-02    2.1e-07
  82800      6.10e-02    1.03e-01      5.27e-05    4.70e-05      5.56e-02    9.36e-02    2.0e-07
  83000      8.45e-02    6.37e-02      8.75e-04    3.80e-04      7.70e-02    5.81e-02    2.0e-07
  83200      6.69e-02    8.20e-02      1.38e-04    2.43e-03      6.11e-02    7.39e-02    2.0e-07
  83400      1.00e-01    6.32e-02      1.94e-03    3.91e-04      9.12e-02    5.78e-02    1.9e-07
  83600      8.46e-02    6.23e-02      2.55e-03    4.88e-04      7.65e-02    5.71e-02    1.9e-07
  83800      7.38e-02    9.73e-02      2.79e-04    2.04e-03      6.78e-02    8.87e-02    1.8e-07
  84000      7.63e-02    6.44e-02      1.41e-04    2.33e-04      7.02e-02    5.92e-02    1.8e-07
  84200      8.78e-02    8.61e-02      7.37e-04    1.98e-04      8.09e-02    7.94e-02    1.8e-07
  84400      1.34e-01    6.91e-02      3.81e-03    7.23e-04      1.22e-01    6.37e-02    1.7e-07
  84600      7.03e-02    7.51e-02      5.34e-04    3.52e-04      6.49e-02    6.94e-02    1.7e-07
  84800      6.13e-02    7.29e-02      6.07e-04    2.19e-04      5.67e-02    6.75e-02    1.7e-07
  85000      6.47e-02    3.91e-02      1.28e-03    3.71e-04      5.97e-02    3.62e-02    1.6e-07
  85200      8.26e-02    8.94e-02      1.24e-03    5.74e-04      7.65e-02    8.30e-02    1.6e-07
  85400      8.27e-02    5.23e-02      7.89e-04    3.13e-04      7.68e-02    4.86e-02    1.6e-07
  85600      7.75e-02    9.34e-02      2.42e-04    2.20e-03      7.22e-02    8.62e-02    1.5e-07
  85800      6.32e-02    1.26e-01      5.80e-04    4.69e-03      5.88e-02    1.15e-01    1.5e-07
  86000      7.59e-02    6.82e-02      4.02e-04    2.33e-03      7.08e-02    6.24e-02    1.5e-07
  86200      7.38e-02    8.56e-02      2.65e-04    2.68e-03      6.90e-02    7.88e-02    1.4e-07
  86400      6.00e-02    7.41e-02      1.02e-04    8.42e-05      5.62e-02    6.94e-02    1.4e-07
  86600      7.59e-02    8.94e-02      4.42e-04    1.44e-03      7.11e-02    8.34e-02    1.4e-07
  86800      7.40e-02    6.65e-02      2.12e-04    4.10e-04      6.94e-02    6.23e-02    1.4e-07
  87000      7.50e-02    7.44e-02      6.46e-04    6.62e-04      7.04e-02    6.98e-02    1.3e-07
  87200      6.56e-02    1.19e-01      9.34e-04    2.22e-03      6.15e-02    1.11e-01    1.3e-07
  87400      7.79e-02    6.90e-02      1.62e-03    1.38e-03      7.28e-02    6.46e-02    1.3e-07
  87600      1.59e-01    5.16e-02      1.23e-03    5.77e-04      1.50e-01    4.86e-02    1.3e-07
  87800      6.13e-02    8.22e-02      3.18e-04    1.15e-03      5.78e-02    7.73e-02    1.2e-07
  88000      6.90e-02    1.04e-01      7.23e-04    1.26e-03      6.51e-02    9.84e-02    1.2e-07
  88200      7.61e-02    7.40e-02      1.68e-04    3.26e-04      7.20e-02    7.00e-02    1.2e-07
  88400      6.98e-02    6.89e-02      6.70e-04    4.36e-04      6.60e-02    6.52e-02    1.2e-07
  88600      7.09e-02    1.02e-01      2.91e-04    1.24e-03      6.72e-02    9.64e-02    1.1e-07
  88800      7.16e-02    8.78e-02      2.10e-04    2.41e-03      6.79e-02    8.23e-02    1.1e-07
  89000      9.05e-02    7.54e-02      1.50e-03    2.77e-04      8.56e-02    7.16e-02    1.1e-07
  89200      6.16e-02    1.20e-01      4.43e-05    4.57e-03      5.85e-02    1.11e-01    1.1e-07
  89400      6.25e-02    6.91e-02      1.07e-05    5.20e-04      5.95e-02    6.57e-02    1.0e-07
  89600      5.34e-02    8.08e-02      2.24e-04    2.16e-03      5.09e-02    7.61e-02    1.0e-07
  89800      6.04e-02    7.61e-02      3.04e-04    7.58e-04      5.76e-02    7.25e-02    1.0e-07
  90000      5.45e-02    1.02e-01      1.20e-04    2.32e-03      5.20e-02    9.67e-02    9.8e-08
  90200      7.69e-02    7.27e-02      2.31e-04    4.46e-04      7.35e-02    6.94e-02    9.6e-08
  90400      6.65e-02    9.18e-02      1.46e-03    1.86e-04      6.31e-02    8.77e-02    9.4e-08
  90600      8.80e-02    1.14e-01      1.65e-03    1.06e-03      8.38e-02    1.09e-01    9.2e-08
  90800      8.62e-02    5.26e-02      2.61e-04    3.22e-04      8.25e-02    5.04e-02    9.0e-08
  91000      8.35e-02    5.48e-02      7.74e-04    6.69e-04      7.99e-02    5.24e-02    8.8e-08
  91200      8.10e-02    6.04e-02      1.08e-03    1.62e-04      7.75e-02    5.79e-02    8.7e-08
  91400      7.63e-02    6.89e-02      1.19e-03    1.80e-03      7.29e-02    6.54e-02    8.5e-08
  91600      9.53e-02    7.81e-02      3.24e-04    1.45e-03      9.15e-02    7.46e-02    8.3e-08
  91800      8.50e-02    8.15e-02      9.60e-04    1.34e-03      8.16e-02    7.81e-02    8.1e-08
  92000      6.81e-02    7.53e-02      6.45e-04    1.85e-04      6.55e-02    7.25e-02    8.0e-08
  92200      9.47e-02    7.50e-02      2.99e-05    6.05e-04      9.12e-02    7.22e-02    7.8e-08
  92400      9.58e-02    8.15e-02      2.85e-03    7.36e-04      9.10e-02    7.84e-02    7.7e-08
  92600      8.11e-02    1.15e-01      3.86e-04    1.19e-03      7.82e-02    1.11e-01    7.5e-08
  92800      5.64e-02    9.15e-02      8.89e-04    2.58e-03      5.42e-02    8.72e-02    7.3e-08
  93000      6.18e-02    8.06e-02      4.11e-04    1.62e-03      5.97e-02    7.74e-02    7.2e-08
  93200      6.16e-02    5.97e-02      3.66e-04    4.42e-04      5.95e-02    5.77e-02    7.1e-08
  93400      5.49e-02    7.08e-02      4.80e-05    8.04e-04      5.31e-02    6.84e-02    6.9e-08
  93600      8.35e-02    9.36e-02      6.72e-04    7.07e-04      8.08e-02    9.05e-02    6.8e-08
  93800      1.08e-01    5.47e-02      1.71e-03    2.25e-04      1.05e-01    5.30e-02    6.6e-08
  94000      7.05e-02    7.50e-02      1.13e-03    1.58e-03      6.81e-02    7.22e-02    6.5e-08
  94200      7.14e-02    6.75e-02      3.75e-05    8.53e-04      6.92e-02    6.53e-02    6.4e-08
  94400      7.13e-02    7.16e-02      6.57e-04    4.58e-04      6.91e-02    6.94e-02    6.2e-08
  94600      6.16e-02    7.12e-02      4.25e-04    3.13e-04      5.97e-02    6.91e-02    6.1e-08
  94800      6.25e-02    6.88e-02      4.57e-04    6.27e-04      6.06e-02    6.68e-02    6.0e-08
  95000      7.92e-02    7.94e-02      1.06e-03    1.78e-04      7.68e-02    7.71e-02    5.9e-08
  95200      1.02e-01    7.31e-02      2.18e-03    2.02e-03      9.83e-02    7.02e-02    5.7e-08
  95400      6.23e-02    6.67e-02      2.31e-04    5.88e-04      6.06e-02    6.48e-02    5.6e-08
  95600      5.66e-02    1.25e-01      2.73e-04    1.40e-04      5.51e-02    1.22e-01    5.5e-08
  95800      6.70e-02    6.97e-02      8.10e-05    4.17e-04      6.52e-02    6.78e-02    5.4e-08
  96000      7.56e-02    7.04e-02      6.85e-04    4.55e-05      7.36e-02    6.86e-02    5.3e-08
  96200      6.76e-02    6.54e-02      1.60e-04    8.85e-04      6.59e-02    6.36e-02    5.2e-08
  96400      6.12e-02    7.70e-02      1.23e-04    1.22e-03      5.97e-02    7.48e-02    5.1e-08
  96600      7.51e-02    6.89e-02      2.68e-04    1.47e-03      7.33e-02    6.68e-02    5.0e-08
  96800      1.22e-01    7.44e-02      7.70e-04    5.06e-04      1.19e-01    7.26e-02    4.9e-08
  97000      8.92e-02    7.12e-02      1.70e-03    3.08e-04      8.66e-02    6.95e-02    4.8e-08
  97200      6.38e-02    6.36e-02      4.77e-04    9.25e-04      6.23e-02    6.20e-02    4.7e-08
  97400      6.45e-02    7.41e-02      3.89e-04    8.90e-04      6.30e-02    7.23e-02    4.6e-08
  97600      6.05e-02    6.86e-02      2.96e-04    6.99e-04      5.91e-02    6.70e-02    4.5e-08
  97800      6.70e-02    5.74e-02      4.65e-05    1.35e-05      6.56e-02    5.62e-02    4.4e-08
  98000      6.25e-02    5.37e-02      1.86e-05    7.24e-04      6.12e-02    5.24e-02    4.3e-08
  98200      6.30e-02    8.42e-02      1.36e-03    1.69e-03      6.13e-02    8.20e-02    4.2e-08
  98400      7.91e-02    7.05e-02      1.38e-04    1.13e-03      7.75e-02    6.88e-02    4.1e-08
  98600      5.99e-02    7.42e-02      7.26e-04    4.53e-04      5.86e-02    7.27e-02    4.1e-08
  98800      6.95e-02    1.16e-01      6.82e-04    2.83e-03      6.81e-02    1.13e-01    4.0e-08
  99000      7.44e-02    9.36e-02      1.39e-03    1.76e-03      7.26e-02    9.13e-02    3.9e-08
  99200      7.08e-02    1.20e-01      2.33e-05    4.03e-03      6.95e-02    1.15e-01    3.8e-08
  99400      5.59e-02    6.99e-02      1.73e-04    2.15e-04      5.49e-02    6.86e-02    3.7e-08
  99600      1.14e-01    6.61e-02      8.31e-04    1.19e-04      1.11e-01    6.49e-02    3.7e-08
  99800      7.20e-02    9.42e-02      1.08e-03    1.93e-03      7.04e-02    9.19e-02    3.6e-08
 100000      6.69e-02    6.25e-02      1.05e-03    1.30e-03      6.55e-02    6.10e-02    3.5e-08
